name,type,start_time,duration,"ack","address","read","data"
"I2C","stop",8.417563,1.00000001e-07,,,,
"I2C","start",8.4175678,9.99999993e-08,,,,
"I2C","address",8.4175773,8.07e-05,true,0x3F,true,
"I2C","data",8.4176628,8.07e-05,false,,,0x11
"I2C","stop",8.4177531,9.99999993e-08,,,,
"I2C","start",8.4273571,9.99999993e-08,,,,
"I2C","address",8.4273666,8.07e-05,true,0x3F,false,
"I2C","data",8.4274521,8.07e-05,true,,,0x45
"I2C","stop",8.4275423,9.99999993e-08,,,,
"I2C","start",8.4275471,9.99999993e-08,,,,
"I2C","address",8.4275566,8.07e-05,true,0x3F,true,
"I2C","data",8.4276421,8.07e-05,false,,,0x11
"I2C","stop",8.4277323,9.99999993e-08,,,,
"I2C","start",8.4373669,9.99999993e-08,,,,
"I2C","address",8.4373764,8.07e-05,true,0x3F,false,
"I2C","data",8.4374619,8.07e-05,true,,,0x45
"I2C","stop",8.4375521,1.00000001e-07,,,,
"I2C","start",8.4375569,9.99999993e-08,,,,
"I2C","address",8.4375664,8.07e-05,true,0x3F,true,
"I2C","data",8.4376519,8.07e-05,false,,,0x11
"I2C","stop",8.4377421,1.00000001e-07,,,,
"I2C","start",8.4473765,9.99999993e-08,,,,
"I2C","address",8.447386,8.07e-05,true,0x3F,false,
"I2C","data",8.4474715,8.07e-05,true,,,0x45
"I2C","stop",8.4475617,1.00000001e-07,,,,
"I2C","start",8.4475665,9.99999993e-08,,,,
"I2C","address",8.447576,8.07e-05,true,0x3F,true,
"I2C","data",8.4476615,8.07e-05,false,,,0x11
"I2C","stop",8.4477518,9.99999993e-08,,,,
"I2C","start",8.4573558,1.00000001e-07,,,,
"I2C","address",8.4573653,8.07e-05,true,0x3F,false,
"I2C","data",8.4574508,8.07e-05,true,,,0x45
"I2C","stop",8.4575411,9.99999993e-08,,,,
"I2C","start",8.4575458,9.99999993e-08,,,,
"I2C","address",8.4575553,8.07e-05,true,0x3F,true,
"I2C","data",8.4576408,8.07e-05,false,,,0x11
"I2C","stop",8.4577311,9.99999993e-08,,,,
"I2C","start",8.4673657,9.99999993e-08,,,,
"I2C","address",8.4673752,8.07e-05,true,0x3F,false,
"I2C","data",8.4674607,8.07e-05,true,,,0x45
"I2C","stop",8.467551,9.99999993e-08,,,,
"I2C","start",8.4675557,9.99999993e-08,,,,
"I2C","address",8.4675652,8.07e-05,true,0x3F,true,
"I2C","data",8.4676507,8.07e-05,false,,,0x11
"I2C","stop",8.467741,9.99999993e-08,,,,
"I2C","start",8.4773751,1.00000001e-07,,,,
"I2C","address",8.4773846,8.07e-05,true,0x3F,false,
"I2C","data",8.4774701,8.07e-05,true,,,0x45
"I2C","stop",8.4775604,9.99999993e-08,,,,
"I2C","start",8.4775651,1.00000001e-07,,,,
"I2C","address",8.4775746,8.07e-05,true,0x3F,true,
"I2C","data",8.4776601,8.07e-05,false,,,0x11
"I2C","stop",8.4777504,1.00000001e-07,,,,
"I2C","start",8.4873543,9.99999993e-08,,,,
"I2C","address",8.4873638,8.07e-05,true,0x3F,false,
"I2C","data",8.4874493,8.07e-05,true,,,0x45
"I2C","stop",8.4875396,9.99999993e-08,,,,
"I2C","start",8.4875443,1.00000001e-07,,,,
"I2C","address",8.4875538,8.07e-05,true,0x3F,true,
"I2C","data",8.4876393,8.07e-05,false,,,0x11
"I2C","stop",8.4877296,9.99999993e-08,,,,
"I2C","start",8.4973644,9.99999993e-08,,,,
"I2C","address",8.4973739,8.07e-05,true,0x3F,false,
"I2C","data",8.4974594,8.07e-05,true,,,0x45
"I2C","stop",8.4975496,1.00000001e-07,,,,
"I2C","start",8.4975544,9.99999993e-08,,,,
"I2C","address",8.4975639,8.07e-05,true,0x3F,true,
"I2C","data",8.4976494,8.07e-05,false,,,0x11
"I2C","stop",8.4977396,1.00000001e-07,,,,
"I2C","start",8.5073739,1.00000001e-07,,,,
"I2C","address",8.5073834,8.07e-05,true,0x3F,false,
"I2C","data",8.5074689,8.07e-05,true,,,0x45
"I2C","stop",8.5075591,9.99999993e-08,,,,
"I2C","start",8.5075639,1.00000001e-07,,,,
"I2C","address",8.5075734,8.07e-05,true,0x3F,true,
"I2C","data",8.5076589,8.07e-05,false,,,0x11
"I2C","stop",8.5077492,1.00000001e-07,,,,
"I2C","start",8.5173838,1.00000001e-07,,,,
"I2C","address",8.5173933,8.07e-05,true,0x3F,false,
"I2C","data",8.5174788,8.07e-05,true,,,0x45
"I2C","stop",8.5175691,1.00000001e-07,,,,
"I2C","start",8.5175739,9.99999993e-08,,,,
"I2C","address",8.5175833,8.07e-05,true,0x3F,true,
"I2C","data",8.5176688,8.07e-05,false,,,0x11
"I2C","stop",8.5177591,1.00000001e-07,,,,
"I2C","start",8.5273629,9.99999993e-08,,,,
"I2C","address",8.5273724,8.07e-05,true,0x3F,false,
"I2C","data",8.5274579,8.07e-05,true,,,0x45
"I2C","stop",8.5275482,9.99999993e-08,,,,
"I2C","start",8.527553,1.00000001e-07,,,,
"I2C","address",8.5275625,8.06e-05,true,0x3F,true,
"I2C","data",8.527648,8.06e-05,false,,,0x11
"I2C","stop",8.5277382,9.99999993e-08,,,,
"I2C","start",8.5373727,9.99999993e-08,,,,
"I2C","address",8.5373822,8.07e-05,true,0x3F,false,
"I2C","data",8.5374677,8.07e-05,true,,,0x45
"I2C","stop",8.537558,9.99999993e-08,,,,
"I2C","start",8.5375628,9.99999993e-08,,,,
"I2C","address",8.5375723,8.06e-05,true,0x3F,true,
"I2C","data",8.5376578,8.06e-05,false,,,0x15
"I2C","stop",8.537748,9.99999993e-08,,,,
"I2C","start",8.5473824,9.99999993e-08,,,,
"I2C","address",8.5473919,8.07e-05,true,0x3F,false,
"I2C","data",8.5474774,8.07e-05,true,,,0x45
"I2C","stop",8.5475677,9.99999993e-08,,,,
"I2C","start",8.5475725,1.00000001e-07,,,,
"I2C","address",8.547582,8.06e-05,true,0x3F,true,
"I2C","data",8.5476675,8.06e-05,false,,,0x15
"I2C","stop",8.5477577,9.99999993e-08,,,,
"I2C","start",8.5573618,9.99999993e-08,,,,
"I2C","address",8.5573712,8.07e-05,true,0x3F,false,
"I2C","data",8.5574567,8.07e-05,true,,,0x45
"I2C","stop",8.557547,1.00000003e-07,,,,
"I2C","start",8.5575518,9.99999993e-08,,,,
"I2C","address",8.5575613,8.07e-05,true,0x3F,true,
"I2C","data",8.5576468,8.07e-05,false,,,0x15
"I2C","stop",8.557737,1.00000001e-07,,,,
"I2C","start",8.5673714,9.99999993e-08,,,,
"I2C","address",8.5673809,8.06e-05,true,0x3F,false,
"I2C","data",8.5674664,8.06e-05,true,,,0x45
"I2C","stop",8.5675566,1.00000001e-07,,,,
"I2C","start",8.5675614,9.99999993e-08,,,,
"I2C","address",8.5675709,8.07e-05,true,0x3F,true,
"I2C","data",8.5676564,8.07e-05,false,,,0x15
"I2C","stop",8.5677466,1.00000001e-07,,,,
"I2C","start",8.5773811,9.99999993e-08,,,,
"I2C","address",8.5773906,8.07e-05,true,0x3F,false,
"I2C","data",8.5774761,8.07e-05,true,,,0x45
"I2C","stop",8.5775663,9.99999993e-08,,,,
"I2C","start",8.5775711,9.99999993e-08,,,,
"I2C","address",8.5775806,8.07e-05,true,0x3F,true,
"I2C","data",8.5776661,8.07e-05,false,,,0x15
"I2C","stop",8.5777563,9.99999993e-08,,,,
"I2C","start",8.5873605,9.99999993e-08,,,,
"I2C","address",8.58737,8.07e-05,true,0x3F,false,
"I2C","data",8.5874555,8.07e-05,true,,,0x45
"I2C","stop",8.5875458,1.00000001e-07,,,,
"I2C","start",8.5875506,9.99999993e-08,,,,
"I2C","address",8.58756,8.07e-05,true,0x3F,true,
"I2C","data",8.5876455,8.07e-05,false,,,0x15
"I2C","stop",8.5877358,9.99999993e-08,,,,
"I2C","start",8.59737,9.99999993e-08,,,,
"I2C","address",8.5973794,8.07e-05,true,0x3F,false,
"I2C","data",8.5974649,8.07e-05,true,,,0x45
"I2C","stop",8.5975552,9.99999993e-08,,,,
"I2C","start",8.59756,1.00000001e-07,,,,
"I2C","address",8.5975695,8.07e-05,true,0x3F,true,
"I2C","data",8.597655,8.07e-05,false,,,0x35
"I2C","stop",8.5977452,9.99999993e-08,,,,
"I2C","start",8.6073799,9.99999993e-08,,,,
"I2C","address",8.6073894,8.07e-05,true,0x3F,false,
"I2C","data",8.6074749,8.07e-05,true,,,0x45
"I2C","stop",8.6075652,9.99999993e-08,,,,
"I2C","start",8.60757,9.99999993e-08,,,,
"I2C","address",8.6075795,8.06e-05,true,0x3F,true,
"I2C","data",8.607665,8.06e-05,false,,,0x35
"I2C","stop",8.6077552,1.00000001e-07,,,,
"I2C","start",8.6173591,9.99999993e-08,,,,
"I2C","address",8.6173686,8.07e-05,true,0x3F,false,
"I2C","data",8.6174541,8.07e-05,true,,,0x45
"I2C","stop",8.6175444,9.99999993e-08,,,,
"I2C","start",8.6175492,1.00000001e-07,,,,
"I2C","address",8.6175587,8.06e-05,true,0x3F,true,
"I2C","data",8.6176442,8.06e-05,false,,,0x35
"I2C","stop",8.6177344,9.99999993e-08,,,,
"I2C","start",8.627369,9.99999993e-08,,,,
"I2C","address",8.6273785,8.07e-05,true,0x3F,false,
"I2C","data",8.627464,8.07e-05,true,,,0x45
"I2C","stop",8.6275543,9.99999993e-08,,,,
"I2C","start",8.6275591,1.00000001e-07,,,,
"I2C","address",8.6275686,8.06e-05,true,0x3F,true,
"I2C","data",8.6276541,8.06e-05,false,,,0x35
"I2C","stop",8.6277443,9.99999993e-08,,,,
"I2C","start",8.6373786,9.99999993e-08,,,,
"I2C","address",8.6373881,8.07e-05,true,0x3F,false,
"I2C","data",8.6374736,8.07e-05,true,,,0x45
"I2C","stop",8.6375639,9.99999993e-08,,,,
"I2C","start",8.6375687,1.00000001e-07,,,,
"I2C","address",8.6375782,8.06e-05,true,0x3F,true,
"I2C","data",8.6376637,8.06e-05,false,,,0x35
"I2C","stop",8.6377539,9.99999993e-08,,,,
"I2C","start",8.6473577,9.99999993e-08,,,,
"I2C","address",8.6473672,8.06e-05,true,0x3F,false,
"I2C","data",8.6474527,8.06e-05,true,,,0x45
"I2C","stop",8.6475429,1.00000001e-07,,,,
"I2C","start",8.6475477,9.99999993e-08,,,,
"I2C","address",8.6475572,8.07e-05,true,0x3F,true,
"I2C","data",8.6476427,8.07e-05,false,,,0x35
"I2C","stop",8.6477329,1.00000001e-07,,,,
"I2C","start",8.6573676,9.99999993e-08,,,,
"I2C","address",8.6573771,8.07e-05,true,0x3F,false,
"I2C","data",8.6574626,8.07e-05,true,,,0x45
"I2C","stop",8.6575529,9.99999993e-08,,,,
"I2C","start",8.6575576,9.99999993e-08,,,,
"I2C","address",8.6575671,8.07e-05,true,0x3F,true,
"I2C","data",8.6576526,8.07e-05,false,,,0x35
"I2C","stop",8.6577429,9.99999993e-08,,,,
"I2C","start",8.6673773,9.99999993e-08,,,,
"I2C","address",8.6673868,8.07e-05,true,0x3F,false,
"I2C","data",8.6674723,8.07e-05,true,,,0x45
"I2C","stop",8.6675625,9.99999993e-08,,,,
"I2C","start",8.6675673,9.99999993e-08,,,,
"I2C","address",8.6675768,8.07e-05,true,0x3F,true,
"I2C","data",8.6676623,8.07e-05,false,,,0x35
"I2C","stop",8.6677526,9.99999993e-08,,,,
"I2C","start",8.6773564,9.99999993e-08,,,,
"I2C","address",8.6773659,8.07e-05,true,0x3F,false,
"I2C","data",8.6774514,8.07e-05,true,,,0x45
"I2C","stop",8.6775416,1.00000001e-07,,,,
"I2C","start",8.6775464,9.99999993e-08,,,,
"I2C","address",8.6775559,8.07e-05,true,0x3F,true,
"I2C","data",8.6776414,8.07e-05,false,,,0x35
"I2C","stop",8.6777317,9.99999993e-08,,,,
"I2C","start",8.6873664,9.99999993e-08,,,,
"I2C","address",8.6873759,8.07e-05,true,0x3F,false,
"I2C","data",8.6874614,8.07e-05,true,,,0x45
"I2C","stop",8.6875516,9.99999993e-08,,,,
"I2C","start",8.6875564,9.99999993e-08,,,,
"I2C","address",8.6875659,8.07e-05,true,0x3F,true,
"I2C","data",8.6876514,8.07e-05,false,,,0x35
"I2C","stop",8.6877417,9.99999993e-08,,,,
"I2C","start",8.6973761,1.00000001e-07,,,,
"I2C","address",8.6973856,8.07e-05,true,0x3F,false,
"I2C","data",8.6974711,8.07e-05,true,,,0x45
"I2C","stop",8.6975614,1.00000001e-07,,,,
"I2C","start",8.6975661,1.00000001e-07,,,,
"I2C","address",8.6975756,8.07e-05,true,0x3F,true,
"I2C","data",8.6976611,8.07e-05,false,,,0x35
"I2C","stop",8.6977514,1.00000001e-07,,,,
"I2C","start",8.7073552,9.99999993e-08,,,,
"I2C","address",8.7073647,8.07e-05,true,0x3F,false,
"I2C","data",8.7074502,8.07e-05,true,,,0x45
"I2C","stop",8.7075405,9.99999993e-08,,,,
"I2C","start",8.7075453,1.00000001e-07,,,,
"I2C","address",8.7075547,8.07e-05,true,0x3F,true,
"I2C","data",8.7076402,8.07e-05,false,,,0x35
"I2C","stop",8.7077305,9.99999993e-08,,,,
"I2C","start",8.7173652,1.00000001e-07,,,,
"I2C","address",8.7173747,8.07e-05,true,0x3F,false,
"I2C","data",8.7174602,8.07e-05,true,,,0x45
"I2C","stop",8.7175505,9.99999993e-08,,,,
"I2C","start",8.7175552,1.00000001e-07,,,,
"I2C","address",8.7175647,8.07e-05,true,0x3F,true,
"I2C","data",8.7176502,8.07e-05,false,,,0x35
"I2C","stop",8.7177405,1.00000001e-07,,,,
"I2C","start",8.7273747,9.99999993e-08,,,,
"I2C","address",8.7273842,8.07e-05,true,0x3F,false,
"I2C","data",8.7274697,8.07e-05,true,,,0x45
"I2C","stop",8.7275599,1.00000003e-07,,,,
"I2C","start",8.7275647,9.99999993e-08,,,,
"I2C","address",8.7275742,8.07e-05,true,0x3F,true,
"I2C","data",8.7276597,8.07e-05,false,,,0x35
"I2C","stop",8.7277499,1.00000001e-07,,,,
"I2C","start",8.737354,9.99999993e-08,,,,
"I2C","address",8.7373635,8.06e-05,true,0x3F,false,
"I2C","data",8.737449,8.06e-05,true,,,0x45
"I2C","stop",8.7375392,9.99999993e-08,,,,
"I2C","start",8.737544,9.99999993e-08,,,,
"I2C","address",8.7375535,8.07e-05,true,0x3F,true,
"I2C","data",8.737639,8.07e-05,false,,,0x35
"I2C","stop",8.7377292,9.99999993e-08,,,,
"I2C","start",8.7473637,1.00000001e-07,,,,
"I2C","address",8.7473732,8.07e-05,true,0x3F,false,
"I2C","data",8.7474587,8.07e-05,true,,,0x45
"I2C","stop",8.7475489,9.99999993e-08,,,,
"I2C","start",8.7475537,1.00000001e-07,,,,
"I2C","address",8.7475632,8.07e-05,true,0x3F,true,
"I2C","data",8.7476487,8.07e-05,false,,,0x35
"I2C","stop",8.7477389,9.99999993e-08,,,,
"I2C","start",8.7573734,9.99999993e-08,,,,
"I2C","address",8.7573829,8.07e-05,true,0x3F,false,
"I2C","data",8.7574684,8.07e-05,true,,,0x45
"I2C","stop",8.7575587,9.99999993e-08,,,,
"I2C","start",8.7575634,9.99999993e-08,,,,
"I2C","address",8.7575729,8.07e-05,true,0x3F,true,
"I2C","data",8.7576584,8.07e-05,false,,,0x35
"I2C","stop",8.7577487,9.99999993e-08,,,,
"I2C","start",8.7673834,9.99999993e-08,,,,
"I2C","address",8.7673929,8.07e-05,true,0x3F,false,
"I2C","data",8.7674784,8.07e-05,true,,,0x45
"I2C","stop",8.7675686,9.99999993e-08,,,,
"I2C","start",8.7675734,9.99999993e-08,,,,
"I2C","address",8.7675829,8.07e-05,true,0x3F,true,
"I2C","data",8.7676684,8.07e-05,false,,,0x35
"I2C","stop",8.7677587,9.99999993e-08,,,,
"I2C","start",8.7773625,9.99999993e-08,,,,
"I2C","address",8.777372,8.07e-05,true,0x3F,false,
"I2C","data",8.7774575,8.07e-05,true,,,0x45
"I2C","stop",8.7775477,1.00000001e-07,,,,
"I2C","start",8.7775525,9.99999993e-08,,,,
"I2C","address",8.777562,8.07e-05,true,0x3F,true,
"I2C","data",8.7776475,8.07e-05,false,,,0x35
"I2C","stop",8.7777378,9.99999993e-08,,,,
"I2C","start",8.7873722,9.99999993e-08,,,,
"I2C","address",8.7873817,8.06e-05,true,0x3F,false,
"I2C","data",8.7874672,8.06e-05,true,,,0x45
"I2C","stop",8.7875574,9.99999993e-08,,,,
"I2C","start",8.7875622,9.99999993e-08,,,,
"I2C","address",8.7875717,8.07e-05,true,0x3F,true,
"I2C","data",8.7876572,8.07e-05,false,,,0x35
"I2C","stop",8.7877474,9.99999993e-08,,,,
"I2C","start",8.7973818,9.99999993e-08,,,,
"I2C","address",8.7973913,8.06e-05,true,0x3F,false,
"I2C","data",8.7974768,8.06e-05,true,,,0x45
"I2C","stop",8.797567,9.99999993e-08,,,,
"I2C","start",8.7975718,9.99999993e-08,,,,
"I2C","address",8.7975813,8.07e-05,true,0x3F,true,
"I2C","data",8.7976668,8.07e-05,false,,,0x35
"I2C","stop",8.797757,9.99999993e-08,,,,
"I2C","start",8.8073612,9.99999993e-08,,,,
"I2C","address",8.8073707,8.07e-05,true,0x3F,false,
"I2C","data",8.8074562,8.07e-05,true,,,0x45
"I2C","stop",8.8075465,9.99999993e-08,,,,
"I2C","start",8.8075513,1.00000001e-07,,,,
"I2C","address",8.8075608,8.06e-05,true,0x3F,true,
"I2C","data",8.8076463,8.06e-05,false,,,0x35
"I2C","stop",8.8077365,9.99999993e-08,,,,
"I2C","start",8.8173709,9.99999993e-08,,,,
"I2C","address",8.8173804,8.07e-05,true,0x3F,false,
"I2C","data",8.8174659,8.07e-05,true,,,0x45
"I2C","stop",8.8175562,9.99999993e-08,,,,
"I2C","start",8.8175609,9.99999993e-08,,,,
"I2C","address",8.8175704,8.07e-05,true,0x3F,true,
"I2C","data",8.8176559,8.07e-05,false,,,0x35
"I2C","stop",8.8177462,9.99999993e-08,,,,
"I2C","start",8.8273805,9.99999993e-08,,,,
"I2C","address",8.82739,8.07e-05,true,0x3F,false,
"I2C","data",8.8274755,8.07e-05,true,,,0x45
"I2C","stop",8.8275658,9.99999993e-08,,,,
"I2C","start",8.8275706,1.00000001e-07,,,,
"I2C","address",8.8275801,8.06e-05,true,0x3F,true,
"I2C","data",8.8276656,8.06e-05,false,,,0x35
"I2C","stop",8.8277558,9.99999993e-08,,,,
"I2C","start",8.8373598,9.99999993e-08,,,,
"I2C","address",8.8373693,8.07e-05,true,0x3F,false,
"I2C","data",8.8374548,8.07e-05,true,,,0x45
"I2C","stop",8.837545,9.99999993e-08,,,,
"I2C","start",8.8375498,1.00000001e-07,,,,
"I2C","address",8.8375593,8.07e-05,true,0x3F,true,
"I2C","data",8.8376448,8.07e-05,false,,,0x35
"I2C","stop",8.8377351,9.99999993e-08,,,,
